cdc_case_earliest_dt,cdc_report_dt,death_yn
9/18/2020,15883,Missing
9/18/2020,15039,No
9/18/2020,5571,Unknown
9/18/2020,556,Yes
9/19/2020,13617,Missing
9/19/2020,11399,No
9/19/2020,4337,Unknown
9/19/2020,402,Yes
9/20/2020,11338,Missing
9/20/2020,19419,No
9/20/2020,3786,Unknown
9/20/2020,425,Yes
9/21/2020,19627,Missing
9/21/2020,18803,No
9/21/2020,6611,Unknown
9/21/2020,706,Yes
9/22/2020,24465,Missing
9/22/2020,18637,No
9/22/2020,6150,Unknown
9/22/2020,646,Yes
9/23/2020,20264,Missing
9/23/2020,18090,No
9/23/2020,6294,Unknown
9/23/2020,687,Yes
9/24/2020,18200,Missing
9/24/2020,16855,No
9/24/2020,6029,Unknown
9/24/2020,626,Yes
9/25/2020,19785,Missing
9/25/2020,16983,No
9/25/2020,5849,Unknown
9/25/2020,720,Yes
9/26/2020,13495,Missing
9/26/2020,13053,No
9/26/2020,4439,Unknown
9/26/2020,479,Yes
9/27/2020,11165,Missing
9/27/2020,11957,No
9/27/2020,3912,Unknown
9/27/2020,438,Yes
9/28/2020,21008,Missing
9/28/2020,22695,No
9/28/2020,7140,Unknown
9/28/2020,857,Yes
9/29/2020,17449,Missing
9/29/2020,18202,No
9/29/2020,5623,Unknown
9/29/2020,615,Yes
9/30/2020,24723,Missing
9/30/2020,20787,No
9/30/2020,6060,Unknown
9/30/2020,681,Yes
10/1/2020,20620,Missing
10/1/2020,21522,No
10/1/2020,6263,Unknown
10/1/2020,752,Yes
10/2/2020,17244,Missing
10/2/2020,18657,No
10/2/2020,5896,Unknown
10/2/2020,706,Yes
10/3/2020,15894,Missing
10/3/2020,15972,No
10/3/2020,4483,Unknown
10/3/2020,582,Yes
10/4/2020,12658,Missing
10/4/2020,13524,No
10/4/2020,4490,Unknown
10/4/2020,522,Yes
10/5/2020,19298,Missing
10/5/2020,23638,No
10/5/2020,7198,Unknown
10/5/2020,852,Yes
10/6/2020,19936,Missing
10/6/2020,22394,No
10/6/2020,6956,Unknown
10/6/2020,825,Yes
10/7/2020,18152,Missing
10/7/2020,22168,No
10/7/2020,7124,Unknown
10/7/2020,848,Yes
10/8/2020,18219,Missing
10/8/2020,21042,No
10/8/2020,7257,Unknown
10/8/2020,845,Yes
10/9/2020,21138,Missing
10/9/2020,21101,No
10/9/2020,7176,Unknown
10/9/2020,814,Yes
10/10/2020,18460,Missing
10/10/2020,17199,No
10/10/2020,5375,Unknown
10/10/2020,638,Yes
10/11/2020,16701,Missing
10/11/2020,15371,No
10/11/2020,4664,Unknown
10/11/2020,588,Yes
10/12/2020,26361,Missing
10/12/2020,27325,No
10/12/2020,8107,Unknown
10/12/2020,1032,Yes
10/13/2020,23381,Missing
10/13/2020,26019,No
10/13/2020,7340,Unknown
10/13/2020,918,Yes
10/14/2020,23840,Missing
10/14/2020,25320,No
10/14/2020,7908,Unknown
10/14/2020,885,Yes
10/15/2020,28565,Missing
10/15/2020,24271,No
10/15/2020,7630,Unknown
10/15/2020,861,Yes
10/16/2020,33953,Missing
10/16/2020,25156,No
10/16/2020,7442,Unknown
10/16/2020,881,Yes
10/17/2020,20600,Missing
10/17/2020,17930,No
10/17/2020,5369,Unknown
10/17/2020,712,Yes
10/18/2020,19883,Missing
10/18/2020,22144,No
10/18/2020,5158,Unknown
10/18/2020,809,Yes
10/19/2020,27896,Missing
10/19/2020,30095,No
10/19/2020,9952,Unknown
10/19/2020,1192,Yes
10/20/2020,27744,Missing
10/20/2020,29527,No
10/20/2020,8959,Unknown
10/20/2020,1121,Yes
10/21/2020,35357,Missing
10/21/2020,30521,No
10/21/2020,9781,Unknown
10/21/2020,1005,Yes
10/22/2020,31011,Missing
10/22/2020,27967,No
10/22/2020,9892,Unknown
10/22/2020,1138,Yes
10/23/2020,39331,Missing
10/23/2020,30396,No
10/23/2020,9710,Unknown
10/23/2020,1116,Yes
10/24/2020,26199,Missing
10/24/2020,22125,No
10/24/2020,7875,Unknown
10/24/2020,870,Yes
10/25/2020,25229,Missing
10/25/2020,21632,No
10/25/2020,7069,Unknown
10/25/2020,821,Yes
10/26/2020,35618,Missing
10/26/2020,39948,No
10/26/2020,16403,Unknown
10/26/2020,1511,Yes
10/27/2020,40543,Missing
10/27/2020,35714,No
10/27/2020,11764,Unknown
10/27/2020,1176,Yes
10/28/2020,53295,Missing
10/28/2020,37680,No
10/28/2020,12131,Unknown
10/28/2020,1237,Yes
10/29/2020,35938,Missing
10/29/2020,32948,No
10/29/2020,11903,Unknown
10/29/2020,1162,Yes
10/30/2020,36154,Missing
10/30/2020,33076,No
10/30/2020,12319,Unknown
10/30/2020,1258,Yes
10/31/2020,35927,Missing
10/31/2020,26991,No
10/31/2020,9368,Unknown
10/31/2020,997,Yes
11/1/2020,34999,Missing
11/1/2020,29454,No
11/1/2020,9654,Unknown
11/1/2020,1095,Yes
11/2/2020,46920,Missing
11/2/2020,47062,No
11/2/2020,16829,Unknown
11/2/2020,1730,Yes
11/3/2020,44500,Missing
11/3/2020,49387,No
11/3/2020,19497,Unknown
11/3/2020,1660,Yes
11/4/2020,47825,Missing
11/4/2020,50255,No
11/4/2020,17521,Unknown
11/4/2020,1676,Yes
11/5/2020,49479,Missing
11/5/2020,48835,No
11/5/2020,18235,Unknown
11/5/2020,1620,Yes
11/6/2020,48194,Missing
11/6/2020,48564,No
11/6/2020,19164,Unknown
11/6/2020,1648,Yes
11/7/2020,41893,Missing
11/7/2020,38764,No
11/7/2020,14148,Unknown
11/7/2020,1236,Yes
11/8/2020,46191,Missing
11/8/2020,37917,No
11/8/2020,12928,Unknown
11/8/2020,1365,Yes
11/9/2020,60644,Missing
11/9/2020,62902,No
11/9/2020,24090,Unknown
11/9/2020,2262,Yes
11/10/2020,54949,Missing
11/10/2020,59606,No
11/10/2020,22662,Unknown
11/10/2020,2035,Yes
11/11/2020,56180,Missing
11/11/2020,55719,No
11/11/2020,21140,Unknown
11/11/2020,1889,Yes
11/12/2020,56066,Missing
11/12/2020,54073,No
11/12/2020,22300,Unknown
11/12/2020,1863,Yes
11/13/2020,59255,Missing
11/13/2020,54121,No
11/13/2020,22256,Unknown
11/13/2020,1911,Yes
11/14/2020,45254,Missing
11/14/2020,38896,No
11/14/2020,15724,Unknown
11/14/2020,1528,Yes
11/15/2020,47812,Missing
11/15/2020,39059,No
11/15/2020,14283,Unknown
11/15/2020,1562,Yes
11/16/2020,60312,Missing
11/16/2020,61785,No
11/16/2020,26771,Unknown
11/16/2020,2537,Yes
11/17/2020,62476,Missing
11/17/2020,82875,No
11/17/2020,50325,Unknown
11/17/2020,2726,Yes
11/18/2020,64342,Missing
11/18/2020,56501,No
11/18/2020,24272,Unknown
11/18/2020,2170,Yes
11/19/2020,62146,Missing
11/19/2020,54097,No
11/19/2020,24803,Unknown
11/19/2020,2245,Yes
11/20/2020,65076,Missing
11/20/2020,54659,No
11/20/2020,23167,Unknown
11/20/2020,2332,Yes
11/21/2020,53830,Missing
11/21/2020,38853,No
11/21/2020,15427,Unknown
11/21/2020,1645,Yes
11/22/2020,46675,Missing
11/22/2020,35354,No
11/22/2020,13986,Unknown
11/22/2020,1696,Yes
11/23/2020,71146,Missing
11/23/2020,63917,No
11/23/2020,27075,Unknown
11/23/2020,2976,Yes
11/24/2020,66787,Missing
11/24/2020,67245,No
11/24/2020,39585,Unknown
11/24/2020,2815,Yes
11/25/2020,64182,Missing
11/25/2020,55428,No
11/25/2020,23807,Unknown
11/25/2020,2414,Yes
11/26/2020,42797,Missing
11/26/2020,28955,No
11/26/2020,10240,Unknown
11/26/2020,1609,Yes
11/27/2020,64244,Missing
11/27/2020,50446,No
11/27/2020,19604,Unknown
11/27/2020,2578,Yes
11/28/2020,63061,Missing
11/28/2020,46410,No
11/28/2020,16002,Unknown
11/28/2020,2023,Yes
11/29/2020,55259,Missing
11/29/2020,41739,No
11/29/2020,14222,Unknown
11/29/2020,1954,Yes
11/30/2020,81854,Missing
11/30/2020,70941,No
11/30/2020,30145,Unknown
11/30/2020,3284,Yes
12/1/2020,78762,Missing
12/1/2020,66177,No
12/1/2020,26152,Unknown
12/1/2020,2897,Yes
12/2/2020,71574,Missing
12/2/2020,60624,No
12/2/2020,25721,Unknown
12/2/2020,2692,Yes
12/3/2020,72458,Missing
12/3/2020,57567,No
12/3/2020,24805,Unknown
12/3/2020,2655,Yes
12/4/2020,69978,Missing
12/4/2020,56861,No
12/4/2020,26085,Unknown
12/4/2020,2669,Yes
12/5/2020,69135,Missing
12/5/2020,44234,No
12/5/2020,15705,Unknown
12/5/2020,2119,Yes
12/6/2020,53508,Missing
12/6/2020,40849,No
12/6/2020,15222,Unknown
12/6/2020,1986,Yes
12/7/2020,77715,Missing
12/7/2020,65319,No
12/7/2020,28074,Unknown
12/7/2020,3387,Yes
12/8/2020,73729,Missing
12/8/2020,59233,No
12/8/2020,24026,Unknown
12/8/2020,2984,Yes
12/9/2020,72588,Missing
12/9/2020,54714,No
12/9/2020,23564,Unknown
12/9/2020,2796,Yes
12/10/2020,70171,Missing
12/10/2020,55191,No
12/10/2020,23412,Unknown
12/10/2020,2846,Yes
12/11/2020,74530,Missing
12/11/2020,51902,No
12/11/2020,22682,Unknown
12/11/2020,2896,Yes
12/12/2020,57295,Missing
12/12/2020,40786,No
12/12/2020,15166,Unknown
12/12/2020,2182,Yes
12/13/2020,55803,Missing
12/13/2020,36353,No
12/13/2020,13142,Unknown
12/13/2020,2103,Yes
12/14/2020,83285,Missing
12/14/2020,60052,No
12/14/2020,25413,Unknown
12/14/2020,3661,Yes
12/15/2020,75485,Missing
12/15/2020,55198,No
12/15/2020,21852,Unknown
12/15/2020,3172,Yes
12/16/2020,67909,Missing
12/16/2020,48431,No
12/16/2020,20096,Unknown
12/16/2020,2706,Yes
12/17/2020,65242,Missing
12/17/2020,48153,No
12/17/2020,17870,Unknown
12/17/2020,2888,Yes
12/18/2020,68277,Missing
12/18/2020,49211,No
12/18/2020,20956,Unknown
12/18/2020,2803,Yes
12/19/2020,51958,Missing
12/19/2020,36009,No
12/19/2020,14025,Unknown
12/19/2020,2029,Yes
12/20/2020,55646,Missing
12/20/2020,35803,No
12/20/2020,12559,Unknown
12/20/2020,2153,Yes
12/21/2020,73415,Missing
12/21/2020,55486,No
12/21/2020,22748,Unknown
12/21/2020,3527,Yes
12/22/2020,74108,Missing
12/22/2020,83530,No
12/22/2020,75838,Unknown
12/22/2020,3421,Yes
12/23/2020,64994,Missing
12/23/2020,50387,No
12/23/2020,19665,Unknown
12/23/2020,2819,Yes
12/24/2020,62526,Missing
12/24/2020,38963,No
12/24/2020,15511,Unknown
12/24/2020,2459,Yes
12/25/2020,54311,Missing
12/25/2020,28187,No
12/25/2020,7620,Unknown
12/25/2020,1915,Yes
12/26/2020,63479,Missing
12/26/2020,43642,No
12/26/2020,13604,Unknown
12/26/2020,2376,Yes
12/27/2020,47195,Missing
12/27/2020,47778,No
12/27/2020,12547,Unknown
12/27/2020,2200,Yes
12/28/2020,83273,Missing
12/28/2020,70570,No
12/28/2020,26163,Unknown
12/28/2020,3592,Yes
12/29/2020,91629,Missing
12/29/2020,64132,No
12/29/2020,22142,Unknown
12/29/2020,3286,Yes
12/30/2020,91415,Missing
12/30/2020,63417,No
12/30/2020,24236,Unknown
12/30/2020,3113,Yes
12/31/2020,87719,Missing
12/31/2020,58182,No
12/31/2020,19128,Unknown
12/31/2020,2886,Yes
1/1/2021,67934,Missing
1/1/2021,44788,No
1/1/2021,10794,Unknown
1/1/2021,2548,Yes
1/2/2021,83191,Missing
1/2/2021,58301,No
1/2/2021,14308,Unknown
1/2/2021,2505,Yes
1/3/2021,66330,Missing
1/3/2021,50034,No
1/3/2021,12865,Unknown
1/3/2021,2279,Yes
1/4/2021,101224,Missing
1/4/2021,83263,No
1/4/2021,24587,Unknown
1/4/2021,3946,Yes
1/5/2021,99177,Missing
1/5/2021,83884,No
1/5/2021,50100,Unknown
1/5/2021,3476,Yes
1/6/2021,90266,Missing
1/6/2021,63470,No
1/6/2021,19294,Unknown
1/6/2021,2888,Yes
1/7/2021,90283,Missing
1/7/2021,58967,No
1/7/2021,19200,Unknown
1/7/2021,2777,Yes
1/8/2021,81980,Missing
1/8/2021,57578,No
1/8/2021,30748,Unknown
1/8/2021,2520,Yes
1/9/2021,77644,Missing
1/9/2021,43779,No
1/9/2021,13327,Unknown
1/9/2021,2024,Yes
1/10/2021,61293,Missing
1/10/2021,41947,No
1/10/2021,10086,Unknown
1/10/2021,1877,Yes
1/11/2021,87399,Missing
1/11/2021,62146,No
1/11/2021,17536,Unknown
1/11/2021,2962,Yes
1/12/2021,77891,Missing
1/12/2021,61706,No
1/12/2021,26876,Unknown
1/12/2021,2768,Yes
1/13/2021,82700,Missing
1/13/2021,52644,No
1/13/2021,14160,Unknown
1/13/2021,2431,Yes
1/14/2021,76259,Missing
1/14/2021,51648,No
1/14/2021,15072,Unknown
1/14/2021,2380,Yes
1/15/2021,77201,Missing
1/15/2021,49642,No
1/15/2021,14157,Unknown
1/15/2021,2194,Yes
1/16/2021,61461,Missing
1/16/2021,37549,No
1/16/2021,8748,Unknown
1/16/2021,1580,Yes
1/17/2021,50476,Missing
1/17/2021,33893,No
1/17/2021,8025,Unknown
1/17/2021,1658,Yes
1/18/2021,66097,Missing
1/18/2021,47550,No
1/18/2021,12117,Unknown
1/18/2021,2161,Yes
1/19/2021,66393,Missing
1/19/2021,48731,No
1/19/2021,11588,Unknown
1/19/2021,1947,Yes
1/20/2021,66878,Missing
1/20/2021,45743,No
1/20/2021,11834,Unknown
1/20/2021,2002,Yes
1/21/2021,68263,Missing
1/21/2021,44262,No
1/21/2021,12294,Unknown
1/21/2021,1787,Yes
1/22/2021,66613,Missing
1/22/2021,41363,No
1/22/2021,11190,Unknown
1/22/2021,1722,Yes
1/23/2021,43723,Missing
1/23/2021,31997,No
1/23/2021,7624,Unknown
1/23/2021,1261,Yes
1/24/2021,48185,Missing
1/24/2021,28983,No
1/24/2021,6155,Unknown
1/24/2021,1212,Yes
1/25/2021,52463,Missing
1/25/2021,43329,No
1/25/2021,10797,Unknown
1/25/2021,1730,Yes
1/26/2021,69859,Missing
1/26/2021,60835,No
1/26/2021,41645,Unknown
1/26/2021,1853,Yes
1/27/2021,57817,Missing
1/27/2021,38857,No
1/27/2021,9569,Unknown
1/27/2021,1481,Yes
1/28/2021,56927,Missing
1/28/2021,37277,No
1/28/2021,9042,Unknown
1/28/2021,1298,Yes
1/29/2021,55701,Missing
1/29/2021,45735,No
1/29/2021,8881,Unknown
1/29/2021,1271,Yes
1/30/2021,31400,Missing
1/30/2021,26129,No
1/30/2021,6272,Unknown
1/30/2021,975,Yes
1/31/2021,44000,Missing
1/31/2021,27091,No
1/31/2021,4916,Unknown
1/31/2021,1008,Yes
2/1/2021,42623,Missing
2/1/2021,36310,No
2/1/2021,6942,Unknown
2/1/2021,1378,Yes
2/2/2021,39659,Missing
2/2/2021,31477,No
2/2/2021,7283,Unknown
2/2/2021,1190,Yes
2/3/2021,39750,Missing
2/3/2021,36924,No
2/3/2021,15458,Unknown
2/3/2021,1189,Yes
2/4/2021,44254,Missing
2/4/2021,30605,No
2/4/2021,8428,Unknown
2/4/2021,1097,Yes
2/5/2021,34333,Missing
2/5/2021,28983,No
2/5/2021,7275,Unknown
2/5/2021,932,Yes
2/6/2021,31257,Missing
2/6/2021,23034,No
2/6/2021,5012,Unknown
2/6/2021,764,Yes
2/7/2021,22032,Missing
2/7/2021,19047,No
2/7/2021,3822,Unknown
2/7/2021,635,Yes
2/8/2021,37488,Missing
2/8/2021,31516,No
2/8/2021,6817,Unknown
2/8/2021,982,Yes
2/9/2021,36746,Missing
2/9/2021,28486,No
2/9/2021,6863,Unknown
2/9/2021,790,Yes
2/10/2021,40864,Missing
2/10/2021,29637,No
2/10/2021,6223,Unknown
2/10/2021,799,Yes
2/11/2021,40241,Missing
2/11/2021,27724,No
2/11/2021,5980,Unknown
2/11/2021,737,Yes
2/12/2021,32034,Missing
2/12/2021,24064,No
2/12/2021,5410,Unknown
2/12/2021,731,Yes
2/13/2021,23676,Missing
2/13/2021,19942,No
2/13/2021,3733,Unknown
2/13/2021,520,Yes
2/14/2021,21895,Missing
2/14/2021,17523,No
2/14/2021,3112,Unknown
2/14/2021,520,Yes
2/15/2021,32229,Missing
2/15/2021,29174,No
2/15/2021,8821,Unknown
2/15/2021,701,Yes
2/16/2021,27513,Missing
2/16/2021,22486,No
2/16/2021,4840,Unknown
2/16/2021,601,Yes
2/17/2021,22012,Missing
2/17/2021,22429,No
2/17/2021,5044,Unknown
2/17/2021,563,Yes
2/18/2021,22521,Missing
2/18/2021,19271,No
2/18/2021,3703,Unknown
2/18/2021,526,Yes
2/19/2021,23799,Missing
2/19/2021,20258,No
2/19/2021,4244,Unknown
2/19/2021,572,Yes
2/20/2021,17120,Missing
2/20/2021,16623,No
2/20/2021,2950,Unknown
2/20/2021,503,Yes
2/21/2021,16498,Missing
2/21/2021,15628,No
2/21/2021,2687,Unknown
2/21/2021,424,Yes
2/22/2021,30218,Missing
2/22/2021,25789,No
2/22/2021,7795,Unknown
2/22/2021,677,Yes
2/23/2021,29107,Missing
2/23/2021,22520,No
2/23/2021,4340,Unknown
2/23/2021,555,Yes
2/24/2021,26311,Missing
2/24/2021,21453,No
2/24/2021,4730,Unknown
2/24/2021,571,Yes
2/25/2021,28157,Missing
2/25/2021,19810,No
2/25/2021,4088,Unknown
2/25/2021,473,Yes
2/26/2021,31040,Missing
2/26/2021,23870,No
2/26/2021,3657,Unknown
2/26/2021,480,Yes
2/27/2021,16221,Missing
2/27/2021,15761,No
2/27/2021,4854,Unknown
2/27/2021,384,Yes
2/28/2021,14739,Missing
2/28/2021,14861,No
2/28/2021,2451,Unknown
2/28/2021,382,Yes
3/1/2021,20755,Missing
3/1/2021,22162,No
3/1/2021,4278,Unknown
3/1/2021,522,Yes
3/2/2021,20860,Missing
3/2/2021,24356,No
3/2/2021,8853,Unknown
3/2/2021,460,Yes
3/3/2021,20063,Missing
3/3/2021,20724,No
3/3/2021,4289,Unknown
3/3/2021,441,Yes
3/4/2021,18816,Missing
3/4/2021,18095,No
3/4/2021,5895,Unknown
3/4/2021,389,Yes
3/5/2021,25944,Missing
3/5/2021,19237,No
3/5/2021,5698,Unknown
3/5/2021,409,Yes
3/6/2021,34650,Missing
3/6/2021,16973,No
3/6/2021,4117,Unknown
3/6/2021,354,Yes
3/7/2021,15453,Missing
3/7/2021,14456,No
3/7/2021,2741,Unknown
3/7/2021,309,Yes
3/8/2021,21010,Missing
3/8/2021,22908,No
3/8/2021,4450,Unknown
3/8/2021,466,Yes
3/9/2021,20241,Missing
3/9/2021,20459,No
3/9/2021,3965,Unknown
3/9/2021,407,Yes
3/10/2021,19648,Missing
3/10/2021,20924,No
3/10/2021,4023,Unknown
3/10/2021,450,Yes
3/11/2021,17925,Missing
3/11/2021,19302,No
3/11/2021,3941,Unknown
3/11/2021,430,Yes
3/12/2021,17375,Missing
3/12/2021,18749,No
3/12/2021,3836,Unknown
3/12/2021,426,Yes
3/13/2021,14458,Missing
3/13/2021,16061,No
3/13/2021,2806,Unknown
3/13/2021,317,Yes
3/14/2021,13035,Missing
3/14/2021,15049,No
3/14/2021,2490,Unknown
3/14/2021,332,Yes
3/15/2021,19318,Missing
3/15/2021,22658,No
3/15/2021,5364,Unknown
3/15/2021,455,Yes
3/16/2021,18615,Missing
3/16/2021,22959,No
3/16/2021,6576,Unknown
3/16/2021,394,Yes
3/17/2021,17935,Missing
3/17/2021,21957,No
3/17/2021,5718,Unknown
3/17/2021,407,Yes
3/18/2021,19276,Missing
3/18/2021,20156,No
3/18/2021,4511,Unknown
3/18/2021,391,Yes
3/19/2021,17940,Missing
3/19/2021,20198,No
3/19/2021,4224,Unknown
3/19/2021,416,Yes
3/20/2021,16461,Missing
3/20/2021,18071,No
3/20/2021,3454,Unknown
3/20/2021,350,Yes
3/21/2021,13534,Missing
3/21/2021,17344,No
3/21/2021,3007,Unknown
3/21/2021,347,Yes
3/22/2021,21034,Missing
3/22/2021,26542,No
3/22/2021,8730,Unknown
3/22/2021,488,Yes
3/23/2021,20190,Missing
3/23/2021,25152,No
3/23/2021,6121,Unknown
3/23/2021,432,Yes
3/24/2021,21117,Missing
3/24/2021,24675,No
3/24/2021,6075,Unknown
3/24/2021,403,Yes
3/25/2021,23781,Missing
3/25/2021,22987,No
3/25/2021,8846,Unknown
3/25/2021,481,Yes
3/26/2021,19769,Missing
3/26/2021,22603,No
3/26/2021,5774,Unknown
3/26/2021,437,Yes
3/27/2021,16602,Missing
3/27/2021,19624,No
3/27/2021,4314,Unknown
3/27/2021,371,Yes
3/28/2021,14428,Missing
3/28/2021,18142,No
3/28/2021,3882,Unknown
3/28/2021,355,Yes
3/29/2021,22634,Missing
3/29/2021,25995,No
3/29/2021,9442,Unknown
3/29/2021,501,Yes
3/30/2021,20375,Missing
3/30/2021,23809,No
3/30/2021,7841,Unknown
3/30/2021,458,Yes
3/31/2021,20788,Missing
3/31/2021,26691,No
3/31/2021,10493,Unknown
3/31/2021,475,Yes
4/1/2021,18973,Missing
4/1/2021,23941,No
4/1/2021,7070,Unknown
4/1/2021,475,Yes
4/2/2021,17371,Missing
4/2/2021,21409,No
4/2/2021,6235,Unknown
4/2/2021,446,Yes
4/3/2021,14516,Missing
4/3/2021,18806,No
4/3/2021,4805,Unknown
4/3/2021,425,Yes
4/4/2021,13465,Missing
4/4/2021,17398,No
4/4/2021,3942,Unknown
4/4/2021,408,Yes
4/5/2021,20988,Missing
4/5/2021,27449,No
4/5/2021,12701,Unknown
4/5/2021,543,Yes
4/6/2021,21216,Missing
4/6/2021,26177,No
4/6/2021,8107,Unknown
4/6/2021,513,Yes
4/7/2021,21126,Missing
4/7/2021,25939,No
4/7/2021,8451,Unknown
4/7/2021,484,Yes
4/8/2021,19386,Missing
4/8/2021,24256,No
4/8/2021,7842,Unknown
4/8/2021,503,Yes
4/9/2021,18138,Missing
4/9/2021,23109,No
4/9/2021,7385,Unknown
4/9/2021,508,Yes
4/10/2021,16274,Missing
4/10/2021,19484,No
4/10/2021,5077,Unknown
4/10/2021,422,Yes
4/11/2021,14529,Missing
4/11/2021,17885,No
4/11/2021,4536,Unknown
4/11/2021,457,Yes
4/12/2021,21733,Missing
4/12/2021,26933,No
4/12/2021,11258,Unknown
4/12/2021,549,Yes
4/13/2021,20115,Missing
4/13/2021,24713,No
4/13/2021,10392,Unknown
4/13/2021,495,Yes
4/14/2021,18268,Missing
4/14/2021,22729,No
4/14/2021,7787,Unknown
4/14/2021,522,Yes
4/15/2021,16591,Missing
4/15/2021,20214,No
4/15/2021,8310,Unknown
4/15/2021,480,Yes
4/16/2021,17047,Missing
4/16/2021,19801,No
4/16/2021,7639,Unknown
4/16/2021,494,Yes
4/17/2021,15615,Missing
4/17/2021,16238,No
4/17/2021,5396,Unknown
4/17/2021,414,Yes
4/18/2021,12459,Missing
4/18/2021,14776,No
4/18/2021,4158,Unknown
4/18/2021,399,Yes
4/19/2021,20756,Missing
4/19/2021,37318,No
4/19/2021,9109,Unknown
4/19/2021,574,Yes
4/20/2021,18779,Missing
4/20/2021,21538,No
4/20/2021,7107,Unknown
4/20/2021,519,Yes
4/21/2021,17611,Missing
4/21/2021,19256,No
4/21/2021,6673,Unknown
4/21/2021,439,Yes
4/22/2021,14979,Missing
4/22/2021,17073,No
4/22/2021,7694,Unknown
4/22/2021,422,Yes
4/23/2021,15744,Missing
4/23/2021,17093,No
4/23/2021,7196,Unknown
4/23/2021,460,Yes
4/24/2021,12572,Missing
4/24/2021,14244,No
4/24/2021,5293,Unknown
4/24/2021,349,Yes
4/25/2021,11783,Missing
4/25/2021,13238,No
4/25/2021,3588,Unknown
4/25/2021,358,Yes
4/26/2021,15993,Missing
4/26/2021,19534,No
4/26/2021,7238,Unknown
4/26/2021,428,Yes
4/27/2021,15781,Missing
4/27/2021,17850,No
4/27/2021,6298,Unknown
4/27/2021,443,Yes
4/28/2021,16244,Missing
4/28/2021,17427,No
4/28/2021,6924,Unknown
4/28/2021,393,Yes
4/29/2021,14035,Missing
4/29/2021,18317,No
4/29/2021,9234,Unknown
4/29/2021,445,Yes
4/30/2021,13998,Missing
4/30/2021,14676,No
4/30/2021,4955,Unknown
4/30/2021,382,Yes
5/1/2021,10807,Missing
5/1/2021,12586,No
5/1/2021,3864,Unknown
5/1/2021,364,Yes
5/2/2021,9642,Missing
5/2/2021,11011,No
5/2/2021,2766,Unknown
5/2/2021,310,Yes
5/3/2021,13391,Missing
5/3/2021,15903,No
5/3/2021,4831,Unknown
5/3/2021,392,Yes
5/4/2021,11146,Missing
5/4/2021,13526,No
5/4/2021,5291,Unknown
5/4/2021,395,Yes
5/5/2021,12077,Missing
5/5/2021,13514,No
5/5/2021,5723,Unknown
5/5/2021,361,Yes
5/6/2021,18301,Missing
5/6/2021,12387,No
5/6/2021,4190,Unknown
5/6/2021,335,Yes
5/7/2021,21205,Missing
5/7/2021,12690,No
5/7/2021,5701,Unknown
5/7/2021,334,Yes
5/8/2021,16485,Missing
5/8/2021,9244,No
5/8/2021,2708,Unknown
5/8/2021,253,Yes
5/9/2021,27356,Missing
5/9/2021,8639,No
5/9/2021,1922,Unknown
5/9/2021,275,Yes
5/10/2021,20317,Missing
5/10/2021,20468,No
5/10/2021,3704,Unknown
5/10/2021,306,Yes
5/11/2021,10335,Missing
5/11/2021,11110,No
5/11/2021,3604,Unknown
5/11/2021,305,Yes
5/12/2021,17276,Missing
5/12/2021,11078,No
5/12/2021,3658,Unknown
5/12/2021,283,Yes
5/13/2021,28235,Missing
5/13/2021,9721,No
5/13/2021,3203,Unknown
5/13/2021,249,Yes
5/14/2021,12032,Missing
5/14/2021,9493,No
5/14/2021,2658,Unknown
5/14/2021,351,Yes
5/15/2021,7735,Missing
5/15/2021,7680,No
5/15/2021,2197,Unknown
5/15/2021,208,Yes
5/16/2021,6236,Missing
5/16/2021,7191,No
5/16/2021,1535,Unknown
5/16/2021,223,Yes
5/17/2021,8441,Missing
5/17/2021,10215,No
5/17/2021,2541,Unknown
5/17/2021,242,Yes
5/18/2021,15536,Missing
5/18/2021,9274,No
5/18/2021,3080,Unknown
5/18/2021,282,Yes
5/19/2021,8404,Missing
5/19/2021,8124,No
5/19/2021,3071,Unknown
5/19/2021,208,Yes
5/20/2021,6709,Missing
5/20/2021,7455,No
5/20/2021,3040,Unknown
5/20/2021,234,Yes
5/21/2021,5998,Missing
5/21/2021,6990,No
5/21/2021,2359,Unknown
5/21/2021,194,Yes
5/22/2021,5032,Missing
5/22/2021,5674,No
5/22/2021,1493,Unknown
5/22/2021,167,Yes
5/23/2021,4448,Missing
5/23/2021,5081,No
5/23/2021,1063,Unknown
5/23/2021,158,Yes
5/24/2021,7331,Missing
5/24/2021,9239,No
5/24/2021,4209,Unknown
5/24/2021,222,Yes
5/25/2021,5763,Missing
5/25/2021,6101,No
5/25/2021,2370,Unknown
5/25/2021,174,Yes
5/26/2021,6308,Missing
5/26/2021,5908,No
5/26/2021,2117,Unknown
5/26/2021,188,Yes
5/27/2021,5978,Missing
5/27/2021,10082,No
5/27/2021,2725,Unknown
5/27/2021,172,Yes
5/28/2021,4965,Missing
5/28/2021,5012,No
5/28/2021,2123,Unknown
5/28/2021,167,Yes
5/29/2021,3447,Missing
5/29/2021,3622,No
5/29/2021,1525,Unknown
5/29/2021,119,Yes
5/30/2021,3090,Missing
5/30/2021,3347,No
5/30/2021,1032,Unknown
5/30/2021,143,Yes
5/31/2021,3478,Missing
5/31/2021,3618,No
5/31/2021,717,Unknown
5/31/2021,138,Yes
6/1/2021,5854,Missing
6/1/2021,6159,No
6/1/2021,1791,Unknown
